date_of_plating,day_ID,dilution,salinity,well,competition,pair,bio_rep,total_count_1,total_count_2,total_volume,dil_factor,rep,salt,total_count,CFU_1,sd_CFU_1,CFU_2,sd_CFU_2,CFU_total,sd_CFU_total,ratio_strain1,ratio_strain2,strain1,strain2,ratio_fast
2024-10-31,D3,d6,46,C11,100,8,2,9,0,10,1000000,2,46,9,900000000,300000000,0,0,900000000,300000000,1,0,8,8,1
2024-10-31,D3,d6,46,C12,100,8,3,10,0,10,1000000,3,46,10,1000000000,316227766.01683795,0,0,1000000000,316227766.01683795,1,0,8,8,1
2024-10-31,D3,d6,46,C2,95-5,40-39,2,27,0,10,1000000,2,46,27,2700000000,519615242.27066314,0,0,2700000000,519615242.27066314,1,0,40,39,1
2024-10-31,D3,d6,46,C3,95-5,40-39,3,27,0,10,1000000,3,46,27,2700000000,519615242.27066314,0,0,2700000000,519615242.27066314,1,0,40,39,1
2024-10-31,D3,d6,46,C4,50-50,40-39,1,31,0,10,1000000,1,46,31,3100000000,556776436.2830021,0,0,3100000000,556776436.2830021,1,0,40,39,1
2024-10-31,D3,d6,46,C5,50-50,40-39,2,34,3,10,1000000,2,46,37,3400000000,583095189.4845301,300000000,173205080.75688773,3700000000,608276253.0298219,0.918918918918919,0.08108108108108109,40,39,0.918918918918919
2024-10-31,D3,d6,46,C6,50-50,40-39,3,12,6,10,1000000,3,46,18,1200000000,346410161.51377547,600000000,244948974.27831784,1800000000,424264068.7119285,0.6666666666666666,0.3333333333333333,40,39,0.6666666666666666
2024-10-31,D3,d6,46,C7,5-95,40-39,1,14,3,10,1000000,1,46,17,1400000000,374165738.6773941,300000000,173205080.75688773,1700000000,412310562.561766,0.8235294117647058,0.17647058823529413,40,39,0.8235294117647058
2024-10-31,D3,d6,46,C8,5-95,40-39,2,38,1,10,1000000,2,46,39,3800000000,616441400.2968976,100000000,100000000,3900000000,624499799.8398398,0.9743589743589743,0.02564102564102564,40,39,0.9743589743589743
2024-10-31,D3,d6,46,C9,5-95,40-39,3,27,3,10,1000000,3,46,30,2700000000,519615242.27066314,300000000,173205080.75688773,3000000000,547722557.5051662,0.9,0.1,40,39,0.9
2024-10-31,D3,d6,46,D1,95-5,40-II.F2,1,39,12,10,1000000,1,46,51,3900000000,624499799.8398398,1200000000,346410161.51377547,5100000000,714142842.854285,0.7647058823529411,0.23529411764705882,40,II.F2,0.7647058823529411
2024-10-31,D3,d6,46,D10,100,25,1,64,0,10,1000000,1,46,64,6400000000,800000000,0,0,6400000000,800000000,1,0,25,25,1
2024-10-31,D3,d6,46,D11,100,25,2,97,0,10,1000000,2,46,97,9700000000,984885780.1796105,0,0,9700000000,984885780.1796105,1,0,25,25,1
2024-10-31,D3,d6,46,D12,100,25,3,93,0,10,1000000,3,46,93,9300000000,964365076.0992956,0,0,9300000000,964365076.0992956,1,0,25,25,1
2024-10-31,D3,d6,46,D2,95-5,40-II.F2,2,45,13,10,1000000,2,46,58,4500000000,670820393.2499369,1300000000,360555127.5463989,5800000000,761577310.5863909,0.7758620689655172,0.22413793103448276,40,II.F2,0.7758620689655172
2024-10-31,D3,d6,46,D3,95-5,40-II.F2,3,48,25,10,1000000,3,46,73,4800000000,692820323.0275509,2500000000,500000000,7300000000,854400374.531753,0.6575342465753424,0.3424657534246575,40,II.F2,0.6575342465753424
2024-10-31,D3,d6,46,D4,50-50,40-II.F2,1,37,27,10,1000000,1,46,64,3700000000,608276253.0298219,2700000000,519615242.27066314,6400000000,800000000,0.578125,0.421875,40,II.F2,0.578125
2024-10-31,D3,d6,46,D5,50-50,40-II.F2,2,34,29,10,1000000,2,46,63,3400000000,583095189.4845301,2900000000,538516480.7134503,6300000000,793725393.3193772,0.5396825396825397,0.4603174603174603,40,II.F2,0.5396825396825397
2024-10-31,D3,d6,46,D6,50-50,40-II.F2,3,43,23,10,1000000,3,46,66,4300000000,655743852.4302,2300000000,479583152.33127195,6600000000,812403840.4635961,0.6515151515151515,0.3484848484848485,40,II.F2,0.6515151515151515
2024-10-31,D3,d6,46,D7,5-95,40-II.F2,1,41,22,10,1000000,1,46,63,4100000000,640312423.743285,2200000000,469041575.9823429,6300000000,793725393.3193772,0.6507936507936508,0.3492063492063492,40,II.F2,0.6507936507936508
2024-10-31,D3,d6,46,D8,5-95,40-II.F2,2,37,26,10,1000000,2,46,63,3700000000,608276253.0298219,2600000000,509901951.3592784,6300000000,793725393.3193772,0.5873015873015873,0.4126984126984127,40,II.F2,0.5873015873015873
2024-10-31,D3,d6,46,D9,5-95,40-II.F2,3,46,25,10,1000000,3,46,71,4600000000,678232998.312527,2500000000,500000000,7100000000,842614977.3176359,0.647887323943662,0.352112676056338,40,II.F2,0.647887323943662
2024-10-31,D3,d6,46,E10,100,32,1,26,0,10,1000000,1,46,26,2600000000,509901951.3592784,0,0,2600000000,509901951.3592784,1,0,32,32,1
2024-10-31,D3,d6,46,E11,100,32,2,41,0,10,1000000,2,46,41,4100000000,640312423.743285,0,0,4100000000,640312423.743285,1,0,32,32,1
2024-10-31,D3,d6,46,E12,100,32,3,23,0,10,1000000,3,46,23,2300000000,479583152.33127195,0,0,2300000000,479583152.33127195,1,0,32,32,1
2024-10-31,D3,d6,46,F10,100,39,1,9,0,10,1000000,1,46,9,900000000,300000000,0,0,900000000,300000000,1,0,39,39,1
2024-10-31,D3,d6,46,F11,100,39,2,13,0,10,1000000,2,46,13,1300000000,360555127.5463989,0,0,1300000000,360555127.5463989,1,0,39,39,1
2024-10-31,D3,d6,46,F12,100,39,3,3,0,10,1000000,3,46,3,300000000,173205080.75688773,0,0,300000000,173205080.75688773,1,0,39,39,1
2024-10-31,D3,d6,46,G1,95-5,2-32,1,8,3,10,1000000,1,46,11,800000000,282842712.47461903,300000000,173205080.75688773,1100000000,331662479.03554,0.7272727272727273,0.2727272727272727,2,32,0.2727272727272727
2024-10-31,D3,d6,46,G10,100,40,1,27,0,10,1000000,1,46,27,2700000000,519615242.27066314,0,0,2700000000,519615242.27066314,1,0,40,40,1
2024-10-31,D3,d6,46,G11,100,40,2,36,0,10,1000000,2,46,36,3600000000,600000000,0,0,3600000000,600000000,1,0,40,40,1
2024-10-31,D3,d6,46,G12,100,40,3,30,0,10,1000000,3,46,30,3000000000,547722557.5051662,0,0,3000000000,547722557.5051662,1,0,40,40,1
2024-10-31,D3,d6,46,G2,95-5,2-32,2,0,19,10,1000000,2,46,19,0,0,1900000000,435889894.3540673,1900000000,435889894.3540673,0,1,2,32,1
2024-10-31,D3,d6,46,G3,95-5,2-32,3,1,7,10,1000000,3,46,8,100000000,100000000,700000000,264575131.10645908,800000000,282842712.47461903,0.125,0.875,2,32,0.875
2024-10-31,D3,d6,46,G4,50-50,2-32,1,3,20,10,1000000,1,46,23,300000000,173205080.75688773,2000000000,447213595.49995804,2300000000,479583152.33127195,0.13043478260869565,0.8695652173913043,2,32,0.8695652173913043
2024-10-31,D3,d6,46,G5,50-50,2-32,2,0,28,10,1000000,2,46,28,0,0,2800000000,529150262.21291816,2800000000,529150262.21291816,0,1,2,32,1
2024-10-31,D3,d6,46,G6,50-50,2-32,3,2,33,10,1000000,3,46,35,200000000,141421356.23730952,3300000000,574456264.6538029,3500000000,591607978.3099616,0.05714285714285714,0.9428571428571428,2,32,0.9428571428571428
2024-10-31,D3,d6,46,G7,5-95,2-32,1,1,25,10,1000000,1,46,26,100000000,100000000,2500000000,500000000,2600000000,509901951.3592784,0.038461538461538464,0.9615384615384616,2,32,0.9615384615384616
2024-10-31,D3,d6,46,G8,5-95,2-32,2,2,42,10,1000000,2,46,44,200000000,141421356.23730952,4200000000,648074069.8407861,4400000000,663324958.07108,0.045454545454545456,0.9545454545454546,2,32,0.9545454545454546
2024-10-31,D3,d6,46,G9,5-95,2-32,3,3,31,10,1000000,3,46,34,300000000,173205080.75688773,3100000000,556776436.2830021,3400000000,583095189.4845301,0.08823529411764706,0.9117647058823529,2,32,0.9117647058823529
2024-10-31,D3,d6,46,H1,95-5,2-II.F2,1,18,0,10,1000000,1,46,18,1800000000,424264068.7119285,0,0,1800000000,424264068.7119285,1,0,2,II.F2,1
2024-10-31,D3,d6,46,H10,100,II.F2,1,19,0,10,1000000,1,46,19,1900000000,435889894.3540673,0,0,1900000000,435889894.3540673,1,0,II.F2,II.F2,1
2024-10-31,D3,d6,46,H11,100,II.F2,2,9,0,10,1000000,2,46,9,900000000,300000000,0,0,900000000,300000000,1,0,II.F2,II.F2,1
2024-10-31,D3,d6,46,H12,100,II.F2,3,14,0,10,1000000,3,46,14,1400000000,374165738.6773941,0,0,1400000000,374165738.6773941,1,0,II.F2,II.F2,1
2024-10-31,D3,d6,46,H2,95-5,2-II.F2,2,15,0,10,1000000,2,46,15,1500000000,387298334.6207417,0,0,1500000000,387298334.6207417,1,0,2,II.F2,1
2024-10-31,D3,d6,46,H3,95-5,2-II.F2,3,12,3,10,1000000,3,46,15,1200000000,346410161.51377547,300000000,173205080.75688773,1500000000,387298334.6207417,0.8,0.2,2,II.F2,0.8
2024-10-31,D3,d6,46,H4,50-50,2-II.F2,1,15,16,10,1000000,1,46,31,1500000000,387298334.6207417,1600000000,400000000,3100000000,556776436.2830021,0.4838709677419355,0.5161290322580645,2,II.F2,0.4838709677419355
2024-10-31,D3,d6,46,H5,50-50,2-II.F2,2,11,10,10,1000000,2,46,21,1100000000,331662479.03554,1000000000,316227766.01683795,2100000000,458257569.495584,0.5238095238095238,0.47619047619047616,2,II.F2,0.5238095238095238
2024-10-31,D3,d6,46,H6,50-50,2-II.F2,3,12,13,10,1000000,3,46,25,1200000000,346410161.51377547,1300000000,360555127.5463989,2500000000,500000000,0.48,0.52,2,II.F2,0.48
2024-10-31,D3,d6,46,H7,5-95,2-II.F2,1,10,32,10,1000000,1,46,42,1000000000,316227766.01683795,3200000000,565685424.9492381,4200000000,648074069.8407861,0.23809523809523808,0.7619047619047619,2,II.F2,0.23809523809523808
2024-10-31,D3,d6,46,H8,5-95,2-II.F2,2,8,17,10,1000000,2,46,25,800000000,282842712.47461903,1700000000,412310562.561766,2500000000,500000000,0.32,0.68,2,II.F2,0.32
2024-10-31,D3,d6,46,H9,5-95,2-II.F2,3,12,12,10,1000000,3,46,24,1200000000,346410161.51377547,1200000000,346410161.51377547,2400000000,489897948.5566357,0.5,0.5,2,II.F2,0.5
2024-10-31,D3,d6,61,A1,95-5,40-2,1,6,14,10,1000000,1,61,20,600000000,244948974.27831784,1400000000,374165738.6773941,2000000000,447213595.49995804,0.3,0.7,40,2,0.7
2024-10-31,D3,d6,61,A10,100,2,1,19,0,10,1000000,1,61,19,1900000000,435889894.3540673,0,0,1900000000,435889894.3540673,1,0,2,2,1
2024-10-31,D3,d6,61,A11,100,2,2,19,0,10,1000000,2,61,19,1900000000,435889894.3540673,0,0,1900000000,435889894.3540673,1,0,2,2,1
2024-10-31,D3,d6,61,A12,100,2,3,17,0,10,1000000,3,61,17,1700000000,412310562.561766,0,0,1700000000,412310562.561766,1,0,2,2,1
2024-10-31,D3,d6,61,A2,95-5,40-2,2,3,15,10,1000000,2,61,18,300000000,173205080.75688773,1500000000,387298334.6207417,1800000000,424264068.7119285,0.16666666666666666,0.8333333333333334,40,2,0.8333333333333334
2024-10-31,D3,d6,61,A3,95-5,40-2,3,5,23,10,1000000,3,61,28,500000000,223606797.74997902,2300000000,479583152.33127195,2800000000,529150262.21291816,0.17857142857142858,0.8214285714285714,40,2,0.8214285714285714
2024-10-31,D3,d6,61,A4,50-50,40-2,1,4,18,10,1000000,1,61,22,400000000,200000000,1800000000,424264068.7119285,2200000000,469041575.9823429,0.18181818181818182,0.8181818181818182,40,2,0.8181818181818182
2024-10-31,D3,d6,61,A5,50-50,40-2,2,0,26,10,1000000,2,61,26,0,0,2600000000,509901951.3592784,2600000000,509901951.3592784,0,1,40,2,1
2024-10-31,D3,d6,61,A6,50-50,40-2,3,2,20,10,1000000,3,61,22,200000000,141421356.23730952,2000000000,447213595.49995804,2200000000,469041575.9823429,0.09090909090909091,0.9090909090909091,40,2,0.9090909090909091
2024-10-31,D3,d6,61,A7,5-95,40-2,1,3,18,10,1000000,1,61,21,300000000,173205080.75688773,1800000000,424264068.7119285,2100000000,458257569.495584,0.14285714285714285,0.8571428571428571,40,2,0.8571428571428571
2024-10-31,D3,d6,61,A8,5-95,40-2,2,0,18,10,1000000,2,61,18,0,0,1800000000,424264068.7119285,1800000000,424264068.7119285,0,1,40,2,1
2024-10-31,D3,d6,61,A9,5-95,40-2,3,2,18,10,1000000,3,61,20,200000000,141421356.23730952,1800000000,424264068.7119285,2000000000,447213595.49995804,0.1,0.9,40,2,0.9
2024-10-31,D3,d6,61,B1,95-5,40-8,1,7,6,10,1000000,1,61,13,700000000,264575131.10645908,600000000,244948974.27831784,1300000000,360555127.5463989,0.5384615384615384,0.46153846153846156,40,8,0.46153846153846156
2024-10-31,D3,d6,61,B2,95-5,40-8,2,8,7,10,1000000,2,61,15,800000000,282842712.47461903,700000000,264575131.10645908,1500000000,387298334.6207417,0.5333333333333333,0.4666666666666667,40,8,0.4666666666666667
2024-10-31,D3,d6,61,B3,95-5,40-8,3,18,3,10,1000000,3,61,21,1800000000,424264068.7119285,300000000,173205080.75688773,2100000000,458257569.495584,0.8571428571428571,0.14285714285714285,40,8,0.14285714285714285
2024-10-31,D3,d6,61,B4,50-50,40-8,1,15,5,10,1000000,1,61,20,1500000000,387298334.6207417,500000000,223606797.74997902,2000000000,447213595.49995804,0.75,0.25,40,8,0.25
2024-10-31,D3,d6,61,B5,50-50,40-8,2,9,8,10,1000000,2,61,17,900000000,300000000,800000000,282842712.47461903,1700000000,412310562.561766,0.5294117647058824,0.47058823529411764,40,8,0.47058823529411764
2024-10-31,D3,d6,61,B6,50-50,40-8,3,11,5,10,1000000,3,61,16,1100000000,331662479.03554,500000000,223606797.74997902,1600000000,400000000,0.6875,0.3125,40,8,0.3125
2024-10-31,D3,d6,61,B7,5-95,40-8,1,9,5,10,1000000,1,61,14,900000000,300000000,500000000,223606797.74997902,1400000000,374165738.6773941,0.6428571428571429,0.35714285714285715,40,8,0.35714285714285715
2024-10-31,D3,d6,61,B8,5-95,40-8,2,5,6,10,1000000,2,61,11,500000000,223606797.74997902,600000000,244948974.27831784,1100000000,331662479.03554,0.45454545454545453,0.5454545454545454,40,8,0.5454545454545454
2024-10-31,D3,d6,61,B9,5-95,40-8,3,6,8,10,1000000,3,61,14,600000000,244948974.27831784,800000000,282842712.47461903,1400000000,374165738.6773941,0.42857142857142855,0.5714285714285714,40,8,0.5714285714285714
2024-10-31,D3,d6,61,C1,95-5,40-39,1,34,0,10,1000000,1,61,34,3400000000,583095189.4845301,0,0,3400000000,583095189.4845301,1,0,40,39,1
2024-10-31,D3,d6,61,C10,100,8,1,11,0,10,1000000,1,61,11,1100000000,331662479.03554,0,0,1100000000,331662479.03554,1,0,8,8,1
2024-10-31,D3,d6,61,C11,100,8,2,6,0,10,1000000,2,61,6,600000000,244948974.27831784,0,0,600000000,244948974.27831784,1,0,8,8,1
2024-10-31,D3,d6,61,C12,100,8,3,7,0,10,1000000,3,61,7,700000000,264575131.10645908,0,0,700000000,264575131.10645908,1,0,8,8,1
2024-10-31,D3,d6,61,C2,95-5,40-39,2,36,0,10,1000000,2,61,36,3600000000,600000000,0,0,3600000000,600000000,1,0,40,39,1
2024-10-31,D3,d6,61,C3,95-5,40-39,3,46,0,10,1000000,3,61,46,4600000000,678232998.312527,0,0,4600000000,678232998.312527,1,0,40,39,1
2024-10-31,D3,d6,61,C4,50-50,40-39,1,31,0,10,1000000,1,61,31,3100000000,556776436.2830021,0,0,3100000000,556776436.2830021,1,0,40,39,1
2024-10-31,D3,d6,61,C5,50-50,40-39,2,37,0,10,1000000,2,61,37,3700000000,608276253.0298219,0,0,3700000000,608276253.0298219,1,0,40,39,1
2024-10-31,D3,d6,61,C6,50-50,40-39,3,37,0,10,1000000,3,61,37,3700000000,608276253.0298219,0,0,3700000000,608276253.0298219,1,0,40,39,1
2024-10-31,D3,d6,61,C7,5-95,40-39,1,48,0,10,1000000,1,61,48,4800000000,692820323.0275509,0,0,4800000000,692820323.0275509,1,0,40,39,1
2024-10-31,D3,d6,61,C8,5-95,40-39,2,32,0,10,1000000,2,61,32,3200000000,565685424.9492381,0,0,3200000000,565685424.9492381,1,0,40,39,1
2024-10-31,D3,d6,61,C9,5-95,40-39,3,41,0,10,1000000,3,61,41,4100000000,640312423.743285,0,0,4100000000,640312423.743285,1,0,40,39,1
2024-10-31,D3,d6,61,D1,95-5,40-II.F2,1,17,16,10,1000000,1,61,33,1700000000,412310562.561766,1600000000,400000000,3300000000,574456264.6538029,0.5151515151515151,0.48484848484848486,40,II.F2,0.5151515151515151
2024-10-31,D3,d6,61,D10,100,25,1,51,0,10,1000000,1,61,51,5100000000,714142842.854285,0,0,5100000000,714142842.854285,1,0,25,25,1
2024-10-31,D3,d6,61,D11,100,25,2,71,0,10,1000000,2,61,71,7100000000,842614977.3176359,0,0,7100000000,842614977.3176359,1,0,25,25,1
2024-10-31,D3,d6,61,D12,100,25,3,69,0,10,1000000,3,61,69,6900000000,830662386.2918075,0,0,6900000000,830662386.2918075,1,0,25,25,1
2024-10-31,D3,d6,61,D2,95-5,40-II.F2,2,9,18,10,1000000,2,61,27,900000000,300000000,1800000000,424264068.7119285,2700000000,519615242.27066314,0.3333333333333333,0.6666666666666666,40,II.F2,0.3333333333333333
2024-10-31,D3,d6,61,D3,95-5,40-II.F2,3,16,12,10,1000000,3,61,28,1600000000,400000000,1200000000,346410161.51377547,2800000000,529150262.21291816,0.5714285714285714,0.42857142857142855,40,II.F2,0.5714285714285714
2024-10-31,D3,d6,61,D4,50-50,40-II.F2,1,8,18,10,1000000,1,61,26,800000000,282842712.47461903,1800000000,424264068.7119285,2600000000,509901951.3592784,0.3076923076923077,0.6923076923076923,40,II.F2,0.3076923076923077
2024-10-31,D3,d6,61,D5,50-50,40-II.F2,2,10,16,10,1000000,2,61,26,1000000000,316227766.01683795,1600000000,400000000,2600000000,509901951.3592784,0.38461538461538464,0.6153846153846154,40,II.F2,0.38461538461538464
2024-10-31,D3,d6,61,D6,50-50,40-II.F2,3,10,21,10,1000000,3,61,31,1000000000,316227766.01683795,2100000000,458257569.495584,3100000000,556776436.2830021,0.3225806451612903,0.6774193548387096,40,II.F2,0.3225806451612903
2024-10-31,D3,d6,61,D7,5-95,40-II.F2,1,7,25,10,1000000,1,61,32,700000000,264575131.10645908,2500000000,500000000,3200000000,565685424.9492381,0.21875,0.78125,40,II.F2,0.21875
2024-10-31,D3,d6,61,D8,5-95,40-II.F2,2,6,25,10,1000000,2,61,31,600000000,244948974.27831784,2500000000,500000000,3100000000,556776436.2830021,0.1935483870967742,0.8064516129032258,40,II.F2,0.1935483870967742
2024-10-31,D3,d6,61,D9,5-95,40-II.F2,3,9,13,10,1000000,3,61,22,900000000,300000000,1300000000,360555127.5463989,2200000000,469041575.9823429,0.4090909090909091,0.5909090909090909,40,II.F2,0.4090909090909091
2024-10-31,D3,d6,61,E10,100,32,1,14,0,10,1000000,1,61,14,1400000000,374165738.6773941,0,0,1400000000,374165738.6773941,1,0,32,32,1
2024-10-31,D3,d6,61,E11,100,32,2,19,0,10,1000000,2,61,19,1900000000,435889894.3540673,0,0,1900000000,435889894.3540673,1,0,32,32,1
2024-10-31,D3,d6,61,E12,100,32,3,22,0,10,1000000,3,61,22,2200000000,469041575.9823429,0,0,2200000000,469041575.9823429,1,0,32,32,1
2024-10-31,D3,d6,61,F10,100,39,1,8,0,10,1000000,1,61,8,800000000,282842712.47461903,0,0,800000000,282842712.47461903,1,0,39,39,1
2024-10-31,D3,d6,61,F11,100,39,2,3,0,10,1000000,2,61,3,300000000,173205080.75688773,0,0,300000000,173205080.75688773,1,0,39,39,1
2024-10-31,D3,d6,61,F12,100,39,3,7,0,10,1000000,3,61,7,700000000,264575131.10645908,0,0,700000000,264575131.10645908,1,0,39,39,1
2024-10-31,D3,d6,61,G1,95-5,2-32,1,2,7,10,1000000,1,61,9,200000000,141421356.23730952,700000000,264575131.10645908,900000000,300000000,0.2222222222222222,0.7777777777777778,2,32,0.7777777777777778
2024-10-31,D3,d6,61,G10,100,40,1,40,0,10,1000000,1,61,40,4000000000,632455532.0336759,0,0,4000000000,632455532.0336759,1,0,40,40,1
2024-10-31,D3,d6,61,G11,100,40,2,39,0,10,1000000,2,61,39,3900000000,624499799.8398398,0,0,3900000000,624499799.8398398,1,0,40,40,1
2024-10-31,D3,d6,61,G12,100,40,3,53,0,10,1000000,3,61,53,5300000000,728010988.9280518,0,0,5300000000,728010988.9280518,1,0,40,40,1
2024-10-31,D3,d6,61,G2,95-5,2-32,2,1,12,10,1000000,2,61,13,100000000,100000000,1200000000,346410161.51377547,1300000000,360555127.5463989,0.07692307692307693,0.9230769230769231,2,32,0.9230769230769231
2024-10-31,D3,d6,61,G3,95-5,2-32,3,3,18,10,1000000,3,61,21,300000000,173205080.75688773,1800000000,424264068.7119285,2100000000,458257569.495584,0.14285714285714285,0.8571428571428571,2,32,0.8571428571428571
2024-10-31,D3,d6,61,G4,50-50,2-32,1,2,14,10,1000000,1,61,16,200000000,141421356.23730952,1400000000,374165738.6773941,1600000000,400000000,0.125,0.875,2,32,0.875
2024-10-31,D3,d6,61,G5,50-50,2-32,2,5,13,10,1000000,2,61,18,500000000,223606797.74997902,1300000000,360555127.5463989,1800000000,424264068.7119285,0.2777777777777778,0.7222222222222222,2,32,0.7222222222222222
2024-10-31,D3,d6,61,G6,50-50,2-32,3,5,20,10,1000000,3,61,25,500000000,223606797.74997902,2000000000,447213595.49995804,2500000000,500000000,0.2,0.8,2,32,0.8
2024-10-31,D3,d6,61,G7,5-95,2-32,1,2,21,10,1000000,1,61,23,200000000,141421356.23730952,2100000000,458257569.495584,2300000000,479583152.33127195,0.08695652173913043,0.9130434782608695,2,32,0.9130434782608695
2024-10-31,D3,d6,61,G8,5-95,2-32,2,2,18,10,1000000,2,61,20,200000000,141421356.23730952,1800000000,424264068.7119285,2000000000,447213595.49995804,0.1,0.9,2,32,0.9
2024-10-31,D3,d6,61,G9,5-95,2-32,3,3,19,10,1000000,3,61,22,300000000,173205080.75688773,1900000000,435889894.3540673,2200000000,469041575.9823429,0.13636363636363635,0.8636363636363636,2,32,0.8636363636363636
2024-10-31,D3,d6,61,H1,95-5,2-II.F2,1,13,2,10,1000000,1,61,15,1300000000,360555127.5463989,200000000,141421356.23730952,1500000000,387298334.6207417,0.8666666666666667,0.13333333333333333,2,II.F2,0.8666666666666667
2024-10-31,D3,d6,61,H10,100,II.F2,1,14,0,10,1000000,1,61,14,1400000000,374165738.6773941,0,0,1400000000,374165738.6773941,1,0,II.F2,II.F2,1
2024-10-31,D3,d6,61,H11,100,II.F2,2,17,0,10,1000000,2,61,17,1700000000,412310562.561766,0,0,1700000000,412310562.561766,1,0,II.F2,II.F2,1
2024-10-31,D3,d6,61,H12,100,II.F2,3,21,0,10,1000000,3,61,21,2100000000,458257569.495584,0,0,2100000000,458257569.495584,1,0,II.F2,II.F2,1
2024-10-31,D3,d6,61,H2,95-5,2-II.F2,2,14,0,10,1000000,2,61,14,1400000000,374165738.6773941,0,0,1400000000,374165738.6773941,1,0,2,II.F2,1
2024-10-31,D3,d6,61,H3,95-5,2-II.F2,3,8,2,10,1000000,3,61,10,800000000,282842712.47461903,200000000,141421356.23730952,1000000000,316227766.01683795,0.8,0.2,2,II.F2,0.8
2024-10-31,D3,d6,61,H4,50-50,2-II.F2,1,13,6,10,1000000,1,61,19,1300000000,360555127.5463989,600000000,244948974.27831784,1900000000,435889894.3540673,0.6842105263157895,0.3157894736842105,2,II.F2,0.6842105263157895
2024-10-31,D3,d6,61,H5,50-50,2-II.F2,2,17,8,10,1000000,2,61,25,1700000000,412310562.561766,800000000,282842712.47461903,2500000000,500000000,0.68,0.32,2,II.F2,0.68
2024-10-31,D3,d6,61,H6,50-50,2-II.F2,3,14,9,10,1000000,3,61,23,1400000000,374165738.6773941,900000000,300000000,2300000000,479583152.33127195,0.6086956521739131,0.391304347826087,2,II.F2,0.6086956521739131
2024-10-31,D3,d6,61,H7,5-95,2-II.F2,1,12,19,10,1000000,1,61,31,1200000000,346410161.51377547,1900000000,435889894.3540673,3100000000,556776436.2830021,0.3870967741935484,0.6129032258064516,2,II.F2,0.3870967741935484
2024-10-31,D3,d6,61,H8,5-95,2-II.F2,2,15,13,10,1000000,2,61,28,1500000000,387298334.6207417,1300000000,360555127.5463989,2800000000,529150262.21291816,0.5357142857142857,0.4642857142857143,2,II.F2,0.5357142857142857
2024-10-31,D3,d6,61,H9,5-95,2-II.F2,3,14,11,10,1000000,3,61,25,1400000000,374165738.6773941,1100000000,331662479.03554,2500000000,500000000,0.56,0.44,2,II.F2,0.56
2024-10-31,D3,d7,16,E1,95-5,6-25,1,3,10,10,10000000,1,16,13,3000000000,1732050807.568877,10000000000,3162277660.16838,13000000000,3605551275.4639893,0.23076923076923078,0.7692307692307693,6,25,0.23076923076923078
2024-10-31,D3,d7,16,E2,95-5,6-25,2,0,8,10,10000000,2,16,8,0,0,8000000000,2828427124.74619,8000000000,2828427124.74619,0,1,6,25,0
2024-10-31,D3,d7,16,E3,95-5,6-25,3,5,4,10,10000000,3,16,9,5000000000,2236067977.4997897,4000000000,2000000000,9000000000,3000000000,0.5555555555555556,0.4444444444444444,6,25,0.5555555555555556
2024-10-31,D3,d7,16,E4,50-50,6-25,1,1,16,10,10000000,1,16,17,1000000000,1000000000,16000000000,4000000000,17000000000,4123105625.6176605,0.058823529411764705,0.9411764705882353,6,25,0.058823529411764705
2024-10-31,D3,d7,16,E5,50-50,6-25,2,3,6,10,10000000,2,16,9,3000000000,1732050807.568877,6000000000,2449489742.783178,9000000000,3000000000,0.3333333333333333,0.6666666666666666,6,25,0.3333333333333333
2024-10-31,D3,d7,16,E6,50-50,6-25,3,9,7,10,10000000,3,16,16,9000000000,3000000000,7000000000,2645751311.064591,16000000000,4000000000,0.5625,0.4375,6,25,0.5625
2024-10-31,D3,d7,16,E7,5-95,6-25,1,4,10,10,10000000,1,16,14,4000000000,2000000000,10000000000,3162277660.16838,14000000000,3741657386.773942,0.2857142857142857,0.7142857142857143,6,25,0.2857142857142857
2024-10-31,D3,d7,16,E8,5-95,6-25,2,5,4,10,10000000,2,16,9,5000000000,2236067977.4997897,4000000000,2000000000,9000000000,3000000000,0.5555555555555556,0.4444444444444444,6,25,0.5555555555555556
2024-10-31,D3,d7,16,E9,5-95,6-25,3,4,5,10,10000000,3,16,9,4000000000,2000000000,5000000000,2236067977.4997897,9000000000,3000000000,0.4444444444444444,0.5555555555555556,6,25,0.4444444444444444
2024-10-31,D3,d7,16,F1,95-5,2-25,1,3,6,10,10000000,1,16,9,3000000000,1732050807.568877,6000000000,2449489742.783178,9000000000,3000000000,0.3333333333333333,0.6666666666666666,2,25,0.3333333333333333
2024-10-31,D3,d7,16,F2,95-5,2-25,2,1,6,10,10000000,2,16,7,1000000000,1000000000,6000000000,2449489742.783178,7000000000,2645751311.064591,0.14285714285714285,0.8571428571428571,2,25,0.14285714285714285
2024-10-31,D3,d7,16,F3,95-5,2-25,3,2,12,10,10000000,3,16,14,2000000000,1414213562.373095,12000000000,3464101615.137754,14000000000,3741657386.773942,0.14285714285714285,0.8571428571428571,2,25,0.14285714285714285
2024-10-31,D3,d7,16,F4,50-50,2-25,1,2,14,10,10000000,1,16,16,2000000000,1414213562.373095,14000000000,3741657386.773942,16000000000,4000000000,0.125,0.875,2,25,0.125
2024-10-31,D3,d7,16,F5,50-50,2-25,2,1,10,10,10000000,2,16,11,1000000000,1000000000,10000000000,3162277660.16838,11000000000,3316624790.3554,0.09090909090909091,0.9090909090909091,2,25,0.09090909090909091
