"","row","col","od","well","filename","date_of_plating","day_ID","salinity","competition","pair","bio_rep"
"85","C",8,0.0480000004172325,"C8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-39","2"
"86","C",8,0.0480000004172325,"C8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-39","2"
"87","C",8,0.0480000004172325,"C8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-39","2"
"88","C",9,0.0474999994039536,"C9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-39","3"
"89","C",9,0.0474999994039536,"C9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-39","3"
"90","C",9,0.0474999994039536,"C9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-39","3"
"91","C",10,0.0469999983906746,"C10","2024-10-25_initOD",2024-10-25,"D0","16","100","8","1"
"92","C",10,0.0469999983906746,"C10","2024-10-25_initOD",2024-10-25,"D0","16","100","8","1"
"93","C",10,0.0469999983906746,"C10","2024-10-25_initOD",2024-10-25,"D0","16","100","8","1"
"94","C",11,0.047800000756979,"C11","2024-10-25_initOD",2024-10-25,"D0","16","100","8","2"
"95","C",11,0.047800000756979,"C11","2024-10-25_initOD",2024-10-25,"D0","16","100","8","2"
"96","C",11,0.047800000756979,"C11","2024-10-25_initOD",2024-10-25,"D0","16","100","8","2"
"97","C",12,0.0472000017762184,"C12","2024-10-25_initOD",2024-10-25,"D0","16","100","8","3"
"98","C",12,0.0472000017762184,"C12","2024-10-25_initOD",2024-10-25,"D0","16","100","8","3"
"99","C",12,0.0472000017762184,"C12","2024-10-25_initOD",2024-10-25,"D0","16","100","8","3"
"100","D",1,0.131300002336502,"D1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","40-II.F2","1"
"101","D",1,0.131300002336502,"D1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","40-II.F2","1"
"102","D",1,0.131300002336502,"D1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","40-II.F2","1"
"103","D",2,0.136099994182587,"D2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","40-II.F2","2"
"104","D",2,0.136099994182587,"D2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","40-II.F2","2"
"105","D",2,0.136099994182587,"D2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","40-II.F2","2"
"106","D",3,0.137700006365776,"D3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","40-II.F2","3"
"107","D",3,0.137700006365776,"D3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","40-II.F2","3"
"108","D",3,0.137700006365776,"D3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","40-II.F2","3"
"109","D",4,0.0531999990344048,"D4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","40-II.F2","1"
"110","D",4,0.0531999990344048,"D4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","40-II.F2","1"
"111","D",4,0.0531999990344048,"D4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","40-II.F2","1"
"112","D",5,0.0546999983489513,"D5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","40-II.F2","2"
"113","D",5,0.0546999983489513,"D5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","40-II.F2","2"
"114","D",5,0.0546999983489513,"D5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","40-II.F2","2"
"115","D",6,0.0542999990284443,"D6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","40-II.F2","3"
"116","D",6,0.0542999990284443,"D6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","40-II.F2","3"
"117","D",6,0.0542999990284443,"D6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","40-II.F2","3"
"118","D",7,0.0471000000834465,"D7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-II.F2","1"
"119","D",7,0.0471000000834465,"D7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-II.F2","1"
"120","D",7,0.0471000000834465,"D7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-II.F2","1"
"121","D",8,0.0476000010967255,"D8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-II.F2","2"
"122","D",8,0.0476000010967255,"D8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-II.F2","2"
"123","D",8,0.0476000010967255,"D8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-II.F2","2"
"124","D",9,0.0474000014364719,"D9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-II.F2","3"
"125","D",9,0.0474000014364719,"D9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-II.F2","3"
"126","D",9,0.0474000014364719,"D9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","40-II.F2","3"
"127","D",10,0.0471000000834465,"D10","2024-10-25_initOD",2024-10-25,"D0","16","100","25","1"
"128","D",10,0.0471000000834465,"D10","2024-10-25_initOD",2024-10-25,"D0","16","100","25","1"
"129","D",10,0.0471000000834465,"D10","2024-10-25_initOD",2024-10-25,"D0","16","100","25","1"
"130","D",11,0.0472999997437,"D11","2024-10-25_initOD",2024-10-25,"D0","16","100","25","2"
"131","D",11,0.0472999997437,"D11","2024-10-25_initOD",2024-10-25,"D0","16","100","25","2"
"132","D",11,0.0472999997437,"D11","2024-10-25_initOD",2024-10-25,"D0","16","100","25","2"
"133","D",12,0.0472999997437,"D12","2024-10-25_initOD",2024-10-25,"D0","16","100","25","3"
"134","D",12,0.0472999997437,"D12","2024-10-25_initOD",2024-10-25,"D0","16","100","25","3"
"135","D",12,0.0472999997437,"D12","2024-10-25_initOD",2024-10-25,"D0","16","100","25","3"
"136","E",1,0.538399994373322,"E1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","6-25","1"
"137","E",1,0.538399994373322,"E1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","6-25","1"
"138","E",1,0.538399994373322,"E1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","6-25","1"
"139","E",2,0.520399987697601,"E2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","6-25","2"
"140","E",2,0.520399987697601,"E2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","6-25","2"
"141","E",2,0.520399987697601,"E2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","6-25","2"
"142","E",3,0.476000010967255,"E3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","6-25","3"
"143","E",3,0.476000010967255,"E3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","6-25","3"
"144","E",3,0.476000010967255,"E3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","6-25","3"
"145","E",4,0.104400001466274,"E4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","6-25","1"
"146","E",4,0.104400001466274,"E4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","6-25","1"
"147","E",4,0.104400001466274,"E4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","6-25","1"
"148","E",5,0.101700000464916,"E5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","6-25","2"
"149","E",5,0.101700000464916,"E5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","6-25","2"
"150","E",5,0.101700000464916,"E5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","6-25","2"
"151","E",6,0.0957999974489212,"E6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","6-25","3"
"152","E",6,0.0957999974489212,"E6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","6-25","3"
"153","E",6,0.0957999974489212,"E6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","6-25","3"
"154","E",7,0.047800000756979,"E7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","6-25","1"
"155","E",7,0.047800000756979,"E7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","6-25","1"
"156","E",7,0.047800000756979,"E7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","6-25","1"
"157","E",8,0.0480999983847141,"E8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","6-25","2"
"158","E",8,0.0480999983847141,"E8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","6-25","2"
"159","E",8,0.0480999983847141,"E8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","6-25","2"
"160","E",9,0.0480999983847141,"E9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","6-25","3"
"161","E",9,0.0480999983847141,"E9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","6-25","3"
"162","E",9,0.0480999983847141,"E9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","6-25","3"
"163","E",10,0.0472999997437,"E10","2024-10-25_initOD",2024-10-25,"D0","16","100","32","1"
"164","E",10,0.0472999997437,"E10","2024-10-25_initOD",2024-10-25,"D0","16","100","32","1"
"165","E",10,0.0472999997437,"E10","2024-10-25_initOD",2024-10-25,"D0","16","100","32","1"
"166","E",11,0.0472000017762184,"E11","2024-10-25_initOD",2024-10-25,"D0","16","100","32","2"
"167","E",11,0.0472000017762184,"E11","2024-10-25_initOD",2024-10-25,"D0","16","100","32","2"
"168","E",11,0.0472000017762184,"E11","2024-10-25_initOD",2024-10-25,"D0","16","100","32","2"
"169","E",12,0.0476999990642071,"E12","2024-10-25_initOD",2024-10-25,"D0","16","100","32","3"
"170","E",12,0.0476999990642071,"E12","2024-10-25_initOD",2024-10-25,"D0","16","100","32","3"
"171","E",12,0.0476999990642071,"E12","2024-10-25_initOD",2024-10-25,"D0","16","100","32","3"
"172","F",1,0.646200001239777,"F1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-25","1"
"173","F",1,0.646200001239777,"F1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-25","1"
"174","F",1,0.646200001239777,"F1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-25","1"
"175","F",2,0.639599978923798,"F2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-25","2"
"176","F",2,0.639599978923798,"F2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-25","2"
"177","F",2,0.639599978923798,"F2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-25","2"
"178","F",3,0.619499981403351,"F3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-25","3"
"179","F",3,0.619499981403351,"F3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-25","3"
"180","F",3,0.619499981403351,"F3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-25","3"
"181","F",4,0.116800002753735,"F4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-25","1"
"182","F",4,0.116800002753735,"F4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-25","1"
"183","F",4,0.116800002753735,"F4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-25","1"
"184","F",5,0.116499997675419,"F5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-25","2"
"185","F",5,0.116499997675419,"F5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-25","2"
"186","F",5,0.116499997675419,"F5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-25","2"
"187","F",6,0.11540000140667,"F6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-25","3"
"188","F",6,0.11540000140667,"F6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-25","3"
"189","F",6,0.11540000140667,"F6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-25","3"
"190","F",7,0.0476000010967255,"F7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-25","1"
"191","F",7,0.0476000010967255,"F7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-25","1"
"192","F",7,0.0476000010967255,"F7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-25","1"
"193","F",8,0.0476999990642071,"F8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-25","2"
"194","F",8,0.0476999990642071,"F8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-25","2"
"195","F",8,0.0476999990642071,"F8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-25","2"
"196","F",9,0.0474999994039536,"F9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-25","3"
"197","F",9,0.0474999994039536,"F9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-25","3"
"198","F",9,0.0474999994039536,"F9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-25","3"
"199","F",10,0.0489000007510185,"F10","2024-10-25_initOD",2024-10-25,"D0","16","100","39","1"
"200","F",10,0.0489000007510185,"F10","2024-10-25_initOD",2024-10-25,"D0","16","100","39","1"
"201","F",10,0.0489000007510185,"F10","2024-10-25_initOD",2024-10-25,"D0","16","100","39","1"
"202","F",11,0.0472999997437,"F11","2024-10-25_initOD",2024-10-25,"D0","16","100","39","2"
"203","F",11,0.0472999997437,"F11","2024-10-25_initOD",2024-10-25,"D0","16","100","39","2"
"204","F",11,0.0472999997437,"F11","2024-10-25_initOD",2024-10-25,"D0","16","100","39","2"
"205","F",12,0.047800000756979,"F12","2024-10-25_initOD",2024-10-25,"D0","16","100","39","3"
"206","F",12,0.047800000756979,"F12","2024-10-25_initOD",2024-10-25,"D0","16","100","39","3"
"207","F",12,0.047800000756979,"F12","2024-10-25_initOD",2024-10-25,"D0","16","100","39","3"
"208","G",1,0.419900000095367,"G1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-32","1"
"209","G",1,0.419900000095367,"G1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-32","1"
"210","G",1,0.419900000095367,"G1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-32","1"
"211","G",2,0.37729999423027,"G2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-32","2"
"212","G",2,0.37729999423027,"G2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-32","2"
"213","G",2,0.37729999423027,"G2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-32","2"
"214","G",3,0.402300000190735,"G3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-32","3"
"215","G",3,0.402300000190735,"G3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-32","3"
"216","G",3,0.402300000190735,"G3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-32","3"
"217","G",4,0.0848999992012978,"G4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-32","1"
"218","G",4,0.0848999992012978,"G4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-32","1"
"219","G",4,0.0848999992012978,"G4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-32","1"
"220","G",5,0.0825999975204468,"G5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-32","2"
"221","G",5,0.0825999975204468,"G5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-32","2"
"222","G",5,0.0825999975204468,"G5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-32","2"
"223","G",6,0.0837000012397766,"G6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-32","3"
"224","G",6,0.0837000012397766,"G6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-32","3"
"225","G",6,0.0837000012397766,"G6","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-32","3"
"226","G",7,0.0474999994039536,"G7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-32","1"
"227","G",7,0.0474999994039536,"G7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-32","1"
"228","G",7,0.0474999994039536,"G7","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-32","1"
"229","G",8,0.0480000004172325,"G8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-32","2"
"230","G",8,0.0480000004172325,"G8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-32","2"
"231","G",8,0.0480000004172325,"G8","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-32","2"
"232","G",9,0.0474999994039536,"G9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-32","3"
"233","G",9,0.0474999994039536,"G9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-32","3"
"234","G",9,0.0474999994039536,"G9","2024-10-25_initOD",2024-10-25,"D0","16","5-95","2-32","3"
"235","G",10,0.0476999990642071,"G10","2024-10-25_initOD",2024-10-25,"D0","16","100","40","1"
"236","G",10,0.0476999990642071,"G10","2024-10-25_initOD",2024-10-25,"D0","16","100","40","1"
"237","G",10,0.0476999990642071,"G10","2024-10-25_initOD",2024-10-25,"D0","16","100","40","1"
"238","G",11,0.0472000017762184,"G11","2024-10-25_initOD",2024-10-25,"D0","16","100","40","2"
"239","G",11,0.0472000017762184,"G11","2024-10-25_initOD",2024-10-25,"D0","16","100","40","2"
"240","G",11,0.0472000017762184,"G11","2024-10-25_initOD",2024-10-25,"D0","16","100","40","2"
"241","G",12,0.0474999994039536,"G12","2024-10-25_initOD",2024-10-25,"D0","16","100","40","3"
"242","G",12,0.0474999994039536,"G12","2024-10-25_initOD",2024-10-25,"D0","16","100","40","3"
"243","G",12,0.0474999994039536,"G12","2024-10-25_initOD",2024-10-25,"D0","16","100","40","3"
"244","H",1,0.53250002861023,"H1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-II.F2","1"
"245","H",1,0.53250002861023,"H1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-II.F2","1"
"246","H",1,0.53250002861023,"H1","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-II.F2","1"
"247","H",2,0.506900012493134,"H2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-II.F2","2"
"248","H",2,0.506900012493134,"H2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-II.F2","2"
"249","H",2,0.506900012493134,"H2","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-II.F2","2"
"250","H",3,0.423299998044968,"H3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-II.F2","3"
"251","H",3,0.423299998044968,"H3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-II.F2","3"
"252","H",3,0.423299998044968,"H3","2024-10-25_initOD",2024-10-25,"D0","16","95-5","2-II.F2","3"
"253","H",4,0.100299999117851,"H4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-II.F2","1"
"254","H",4,0.100299999117851,"H4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-II.F2","1"
"255","H",4,0.100299999117851,"H4","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-II.F2","1"
"256","H",5,0.0962999984622002,"H5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-II.F2","2"
"257","H",5,0.0962999984622002,"H5","2024-10-25_initOD",2024-10-25,"D0","16","50-50","2-II.F2","2"
