well,well_row,well_salt,isolate_id,min_dens,max_dens,dens_diff,lag_time,max_percap,max_percap_time,measurement_date,plate_id,orig_plate_id,include_plate,exclusion_reason,plate_reader,media_date,exclude_wells,well_notes,experiment_notes,plate_date,inoc,plate_temperature,plate_salinity,plate_storage,morphology,color,sanger,class,order,family,genus,species,name,exp_id,replicate
C1,C,0,13,0.08464285944189344,0.08482857367822103,1.85714236327586e-4,NA,0,NA,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C10,C,65,13,0.08605714355196271,0.9613857098988124,0.8753285663468497,4.748650666933502,1.1009308681640677,7.650833333333333,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C11,C,80,13,0.08731428640229362,1.368814264025007,1.2814999776227134,6.825354687503681,0.9361315330371941,9.701055555555556,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C12,C,100,13,0.08629999948399407,1.517971430506025,1.4316714310220309,7.622404579897054,0.743976868194802,11.751277777777778,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C2,C,5,13,0.0865142856325422,0.40220000062670025,0.31568571499415804,12.191663608310513,0.29204880392321364,19.552416666666666,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C3,C,15,13,0.08709999918937683,1.2489428520202637,1.1618428528308868,4.992188606072012,0.8815902223984268,7.800833333333333,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C4,C,20,13,0.0868714302778244,1.2748857225690569,1.1880142922912325,4.535495207144356,1.0329553884239888,7.150777777777778,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C5,C,30,13,0.08824285758393151,1.209728581564767,1.1214857239808353,4.542383619518178,1.1001791392263205,6.80075,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C6,C,35,13,0.08957142808607646,1.2427571330751692,1.1531857049890928,4.771600212191103,1.0770130529182846,7.00075,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C7,C,40,13,0.08738571405410767,1.2507714203425817,1.163385706288474,4.434216687893386,1.1130090994376975,7.00075,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C8,C,45,13,0.11224285726036344,1.2834286008562361,1.1711857435958726,6.042106039810678,0.8664176951459187,7.9008611111111104,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
C9,C,50,13,0.08987142890691757,1.2631714344024658,1.1733000054955482,5.517046938953428,1.0732594055240665,7.7508333333333335,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,46,-,whitish irregular,whitish,x,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,distincta,Pseudoalteromonas distincta,2023-05-18_1,2023-05-18_1
D1,D,0,19,0.08448571392468043,0.08494285600525993,4.571420805794951e-4,NA,0,NA,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D10,D,65,19,0.08662857008831841,0.31854285512651714,0.23191428503819872,9.057140181797294,0.22754746656005523,18.20225,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D11,D,80,19,0.08681428751775197,0.09001428633928299,0.0031999988215310193,NA,0,NA,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D12,D,100,19,0.08611428311892919,0.08678571560553142,6.714324866022303e-4,NA,0,NA,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D2,D,5,19,0.08510000152247292,0.08624285672392164,0.001142855201448717,NA,0,NA,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D3,D,15,19,0.08638571415628706,0.702700001852853,0.6163142876965659,12.16854367802095,0.2795804022886302,23.252805555555558,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D4,D,20,19,0.08671428582498006,0.8693857022694179,0.7826714164444378,8.914987668083352,0.334873017994878,18.30227777777778,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D5,D,30,19,0.08808571525982448,0.9537142855780465,0.865628570318222,8.842374740857775,0.3495346779878722,16.901833333333332,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D6,D,35,19,0.08744285468544279,0.9036571383476257,0.816214283662183,8.446492396901835,0.3298168603086718,16.901833333333332,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D7,D,40,19,0.08612857013940811,0.7107999920845032,0.6246714219450951,7.198500434097076,0.3322235979958312,15.951722222222221,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D8,D,45,19,0.0877000018954277,0.795157151562827,0.7074571496673993,8.80522103644858,0.28575539220672036,20.952555555555556,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
D9,D,50,19,0.08711428514548711,0.6784571409225464,0.5913428557770593,8.432731307120324,0.254080874082664,17.752222222222223,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,room,16,-,yellow round translucent,yellow,x,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,mariniflava,Lacinutrix mariniflava,2023-05-18_1,2023-05-18_1
E1,E,0,28,0.08567142805882863,0.10272857014622007,0.01705714208739144,NA,0,NA,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E10,E,65,28,0.08624285672392164,1.1034856864384242,1.0172428297145024,7.869526825344116,0.8487209688853119,12.301333333333334,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E11,E,80,28,0.08712857216596603,1.3436428308486938,1.2565142586827278,10.018905301663793,0.5867537427829089,16.15175,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E12,E,100,28,0.08604285653148379,0.7705285719462803,0.6844857154147965,13.046042113591405,0.4172274225436179,22.75275,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E2,E,5,28,0.08611428418329783,0.5623857208660671,0.4762714366827693,8.20484491516336,0.7583345616651265,13.201416666666667,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E3,E,15,28,0.08677142964942115,0.9877428497586932,0.900971420109272,6.51666242352893,1.080010550776071,10.051083333333334,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E4,E,20,28,0.08742857085806983,1.144457152911595,1.0570285820535252,6.137980809909621,1.0035831824581511,9.751055555555556,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E5,E,30,28,0.08842857075589043,1.157185707773481,1.0687571370175906,6.395178631335601,0.9210244589661032,10.051083333333334,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E6,E,35,28,0.08792857080698013,1.186585715838841,1.098657145031861,6.4868882497900335,0.8977980717206311,10.301111111111112,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E7,E,40,28,0.0871714289699282,1.1551714284079415,1.0679999994380134,6.649489692506016,0.8942077917374933,10.651166666666667,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E8,E,45,28,0.08798571356705256,1.228700007711138,1.1407142941440855,7.172962429978638,0.8790773469484457,11.001194444444446,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
E9,E,50,28,0.08740000107458659,1.2211285488946098,1.1337285478200232,7.707669624995953,0.8702688675334571,11.70125,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,charles,15C,31,-,white translucent outer - opaque mid,white,x,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,polaris,Marinomonas polaris,2023-05-18_1,2023-05-18_1
F1,F,0,35,0.08594285696744919,0.09457142757517951,0.008628570607730326,NA,0,NA,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,15C,16,-,pink opaque small,pink,x,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,frigidimarina?,Shewanella frigidimarina?,2023-05-18_1,2023-05-18_1
F10,F,65,35,0.08592857207570757,1.0013571296419417,0.9154285575662341,5.349327518820117,0.5430337067482954,11.70125,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,15C,16,-,pink opaque small,pink,x,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,frigidimarina?,Shewanella frigidimarina?,2023-05-18_1,2023-05-18_1
F11,F,80,35,0.0871714289699282,1.2083714519228255,1.1212000229528973,8.591527405327202,0.37096957477462916,16.451777777777778,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,15C,16,-,pink opaque small,pink,x,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,frigidimarina?,Shewanella frigidimarina?,2023-05-18_1,2023-05-18_1
F12,F,100,35,0.08581428549119405,0.7617285762514386,0.6759142907602446,13.465798155343998,0.23338291213445378,20.152472222222222,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,15C,16,-,pink opaque small,pink,x,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,frigidimarina?,Shewanella frigidimarina?,2023-05-18_1,2023-05-18_1
F2,F,5,35,0.08598571483578,0.9443142924989972,0.8583285776632172,4.581197793714663,0.6989409868590154,9.000972222222222,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,15C,16,-,pink opaque small,pink,x,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,frigidimarina?,Shewanella frigidimarina?,2023-05-18_1,2023-05-18_1
F3,F,15,35,0.08718571492603847,0.9862714154379708,0.8990857005119324,4.626353139317647,0.7805327624652422,8.15088888888889,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,15C,16,-,pink opaque small,pink,x,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,frigidimarina?,Shewanella frigidimarina?,2023-05-18_1,2023-05-18_1
F4,F,20,35,0.08890000092131752,1.012257150241307,0.9233571493199894,4.929791907991969,0.7698150569680181,8.25088888888889,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,15C,16,-,pink opaque small,pink,x,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,frigidimarina?,Shewanella frigidimarina?,2023-05-18_1,2023-05-18_1
F5,F,30,35,0.0873428572501455,1.0338285991123743,0.9464857418622289,4.828504759412398,0.7590339846402279,8.800944444444445,2023-05-18,1,NA,TRUE,NA,NA,2023-05-16,NA,NA,NA,D7,nahant,15C,16,-,pink opaque small,pink,x,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,frigidimarina?,Shewanella frigidimarina?,2023-05-18_1,2023-05-18_1
