QueryID,isolate_id,Perc.Ident,Alignment.Length,mismatch,gapopen,qstart,qend,sstart,send,evalue,Bits
ASV15,F16_20C_r3,98.92,372,3,1,1,372,499,869,0,664
ASV15,15,98.66,374,3,2,1,372,497,870,0,662
ASV15,I.B12,98.66,372,5,0,1,372,212,583,0,660
ASV15,29,98.66,372,5,0,1,372,325,696,0,660
ASV15,32,98.14,376,3,4,1,372,488,863,0,652
ASV15,II.H10,97.85,372,8,0,1,372,477,848,0,643
ASV15,F46_15C_r1,97.85,372,8,0,1,372,498,869,0,643
ASV15,44c,97.85,372,8,0,1,372,356,727,0,643
ASV15,II.G11,97.85,372,8,0,1,372,289,660,0,643
ASV15,27,97.85,372,8,0,1,372,287,658,0,643
ASV15,9,97.85,372,8,0,1,372,211,582,0,643
ASV15,43,97.85,372,8,0,1,372,342,713,0,643
ASV15,I.G1,97.58,372,9,0,1,372,212,583,0,638
ASV15,II.C10,97.31,372,10,0,1,372,190,561,0,632
ASV16,II.E11,100,372,0,0,1,372,481,852,0,688
ASV16,N16_20C_D3_1,99.73,372,1,0,1,372,502,873,0,682
ASV16,18c,99.73,372,1,0,1,372,455,826,0,682
ASV16,12,99.73,372,1,0,1,372,510,881,0,682
ASV16,II.E10,99.73,372,1,0,1,372,245,616,0,682
ASV16,17,99.73,372,1,0,1,372,62,433,0,682
ASV16,I.F2,99.73,372,1,0,1,372,190,561,0,682
ASV16,I.E11,99.73,372,1,0,1,372,57,428,0,682
ASV16,13,99.73,372,1,0,1,372,289,660,0,682
ASV16,I.C2,99.73,372,1,0,1,372,243,614,0,682
ASV16,I.B1,99.73,372,1,0,1,372,75,446,0,682
ASV16,7,99.73,372,1,0,1,372,295,666,0,682
ASV16,5,99.73,372,1,0,1,372,45,416,0,682
ASV16,3,99.73,372,1,0,1,372,243,614,0,682
ASV16,2,99.73,372,1,0,1,372,61,432,0,682
ASV16,11,99.73,372,1,0,1,372,190,561,0,682
ASV16,1,99.73,372,1,0,1,372,62,433,0,682
ASV16,I.H2,99.46,372,2,0,1,372,245,616,0,676
ASV16,I.G5,99.46,372,2,0,1,372,60,431,0,676
ASV16,F16_20C_r3,99.46,372,1,1,1,372,499,869,0,675
ASV16,15,99.2,374,1,2,1,372,497,870,0,673
ASV16,II.D10,99.19,372,3,0,1,372,492,863,0,671
ASV16,37,99.19,372,3,0,1,372,502,873,0,671
ASV16,34,99.19,372,3,0,1,372,487,858,0,671
ASV16,II.B10,99.19,372,3,0,1,372,355,726,0,671
ASV16,II.A10,99.19,372,3,0,1,372,436,807,0,671
ASV16,I.C11,99.19,372,3,0,1,372,60,431,0,671
ASV16,I.B12,99.19,372,3,0,1,372,212,583,0,671
ASV16,8,99.19,372,3,0,1,372,308,679,0,671
ASV16,41,99.19,372,3,0,1,372,346,717,0,671
ASV16,II.A11,98.92,372,4,0,1,372,60,431,0,665
ASV16,32,98.67,376,1,4,1,372,488,863,0,664
ASV16,II.H10,98.39,372,6,0,1,372,477,848,0,654
ASV16,F46_15C_r1,98.39,372,6,0,1,372,498,869,0,654
ASV16,44c,98.39,372,6,0,1,372,356,727,0,654
ASV16,II.G11,98.39,372,6,0,1,372,289,660,0,654
ASV16,27,98.39,372,6,0,1,372,287,658,0,654
ASV16,9,98.39,372,6,0,1,372,211,582,0,654
ASV16,43,98.39,372,6,0,1,372,342,713,0,654
ASV16,I.G1,98.12,372,7,0,1,372,212,583,0,649
ASV16,29,98.12,372,7,0,1,372,325,696,0,649
ASV16,II.C10,97.85,372,8,0,1,372,190,561,0,643
ASV17,II.H11,99.46,368,2,0,1,368,501,868,0,669
ASV17,II.A12,99.46,368,2,0,1,368,143,510,0,669
ASV17,I.E2,98.37,368,6,0,1,368,284,651,0,647
ASV17,I.E12,98.37,368,6,0,1,368,248,615,0,647
ASV17,II.E12,98.1,369,5,2,1,368,497,864,0,641
ASV18,new_C8,100,373,0,0,1,373,442,814,0,689
ASV18,39,100,373,0,0,1,373,496,868,0,689
ASV18,10,100,373,0,0,1,373,343,715,0,689
ASV18,II.F4,98.12,373,7,0,1,373,237,609,0,651
ASV18,II.C3,98.09,367,7,0,7,373,1,367,0,640
ASV18,II.F6,97.28,368,10,0,6,373,222,589,0,625
ASV19,44,100,373,0,0,1,373,293,665,0,689
ASV20,new_C3,98.12,373,7,0,1,373,507,879,0,651
ASV20,new_C5,97.59,373,9,0,1,373,478,850,0,640
ASV20,II.E6,97.59,373,9,0,1,373,213,585,0,640
ASV20,16,97.59,373,9,0,1,373,213,585,0,640
ASV21,new_C9,97.86,373,8,0,1,373,488,860,0,645
ASV21,II.F2,97.86,373,8,0,1,373,499,871,0,645
ASV21,II.A4,97.86,373,8,0,1,373,498,870,0,645
ASV21,new_C2,97.59,374,8,1,1,373,505,878,0,640
ASV23,29,100,372,0,0,1,372,325,696,0,688
ASV23,II.H10,99.19,372,3,0,1,372,477,848,0,671
ASV23,F46_15C_r1,99.19,372,3,0,1,372,498,869,0,671
ASV23,44c,99.19,372,3,0,1,372,356,727,0,671
ASV23,II.G11,99.19,372,3,0,1,372,289,660,0,671
ASV23,27,99.19,372,3,0,1,372,287,658,0,671
ASV23,9,99.19,372,3,0,1,372,211,582,0,671
ASV23,43,99.19,372,3,0,1,372,342,713,0,671
ASV23,I.G1,98.92,372,4,0,1,372,212,583,0,665
ASV23,II.D10,98.66,372,5,0,1,372,492,863,0,660
ASV23,37,98.66,372,5,0,1,372,502,873,0,660
ASV23,34,98.66,372,5,0,1,372,487,858,0,660
ASV23,II.B10,98.66,372,5,0,1,372,355,726,0,660
ASV23,II.A10,98.66,372,5,0,1,372,436,807,0,660
ASV23,I.C11,98.66,372,5,0,1,372,60,431,0,660
ASV23,II.C10,98.66,372,5,0,1,372,190,561,0,660
ASV23,8,98.66,372,5,0,1,372,308,679,0,660
ASV23,41,98.66,372,5,0,1,372,346,717,0,660
ASV23,II.A11,98.39,372,6,0,1,372,60,431,0,654
ASV23,N16_20C_D3_1,98.12,372,7,0,1,372,502,873,0,649
ASV23,18c,98.12,372,7,0,1,372,455,826,0,649
ASV23,II.E11,98.12,372,7,0,1,372,481,852,0,649
ASV23,12,98.12,372,7,0,1,372,510,881,0,649
ASV23,II.E10,98.12,372,7,0,1,372,245,616,0,649
ASV23,17,98.12,372,7,0,1,372,62,433,0,649
ASV23,I.F2,98.12,372,7,0,1,372,190,561,0,649
ASV23,I.E11,98.12,372,7,0,1,372,57,428,0,649
ASV23,13,98.12,372,7,0,1,372,289,660,0,649
ASV23,I.C2,98.12,372,7,0,1,372,243,614,0,649
ASV23,I.B1,98.12,372,7,0,1,372,75,446,0,649
ASV23,7,98.12,372,7,0,1,372,295,666,0,649
ASV23,5,98.12,372,7,0,1,372,45,416,0,649
ASV23,3,98.12,372,7,0,1,372,243,614,0,649
ASV23,2,98.12,372,7,0,1,372,61,432,0,649
ASV23,11,98.12,372,7,0,1,372,190,561,0,649
ASV23,1,98.12,372,7,0,1,372,62,433,0,649
ASV23,I.H2,97.85,372,8,0,1,372,245,616,0,643
ASV23,I.G5,97.85,372,8,0,1,372,60,431,0,643
ASV23,F16_20C_r3,97.85,372,7,1,1,372,499,869,0,641
ASV23,15,97.59,374,7,2,1,372,497,870,0,640
ASV23,I.B12,97.58,372,9,0,1,372,212,583,0,638
ASV23,32,97.07,376,7,4,1,372,488,863,0,630
ASV24,38,100,371,0,0,1,371,244,614,0,686
ASV24,45,100,371,0,0,1,371,439,809,0,686
ASV24,30,100,371,0,0,1,371,287,657,0,686
ASV24,28,100,371,0,0,1,371,287,657,0,686
ASV25,I3M07,99.73,373,1,0,1,373,505,877,0,684
ASV25,E3R11,98.39,373,6,0,1,373,518,890,0,656
ASV26,new_C3,97.86,373,8,0,1,373,507,879,0,645
ASV26,new_C5,97.32,373,10,0,1,373,478,850,0,634
ASV26,II.E6,97.32,373,10,0,1,373,213,585,0,634
ASV26,16,97.32,373,10,0,1,373,213,585,0,634
ASV27,new_C3,98.13,374,5,2,1,373,507,879,0,651
ASV27,new_C5,97.59,374,7,2,1,373,478,850,0,640
ASV27,II.E6,97.59,374,7,2,1,373,213,585,0,640
ASV27,16,97.59,374,7,2,1,373,213,585,0,640
ASV28,new_C5,100,373,0,0,1,373,478,850,0,689
ASV28,II.E6,100,373,0,0,1,373,213,585,0,689
ASV28,16,100,373,0,0,1,373,213,585,0,689
ASV28,new_C3,99.46,373,2,0,1,373,507,879,0,678
ASV29,I.F3,99.46,373,2,0,1,373,69,441,0,678
ASV31,II.H10,99.73,372,1,0,1,372,477,848,0,682
ASV31,F46_15C_r1,99.73,372,1,0,1,372,498,869,0,682
ASV31,44c,99.73,372,1,0,1,372,356,727,0,682
ASV31,II.G11,99.73,372,1,0,1,372,289,660,0,682
ASV31,27,99.73,372,1,0,1,372,287,658,0,682
ASV31,9,99.73,372,1,0,1,372,211,582,0,682
ASV31,43,99.73,372,1,0,1,372,342,713,0,682
ASV31,I.G1,99.46,372,2,0,1,372,212,583,0,676
ASV31,II.C10,99.19,372,3,0,1,372,190,561,0,671
ASV31,29,98.92,372,4,0,1,372,325,696,0,665
ASV31,N16_20C_D3_1,98.39,373,4,2,1,372,502,873,0,654
ASV31,18c,98.39,373,4,2,1,372,455,826,0,654
ASV31,12,98.39,373,4,2,1,372,510,881,0,654
ASV31,II.E10,98.39,373,4,2,1,372,245,616,0,654
ASV31,17,98.39,373,4,2,1,372,62,433,0,654
ASV31,I.F2,98.39,373,4,2,1,372,190,561,0,654
ASV31,I.E11,98.39,373,4,2,1,372,57,428,0,654
ASV31,13,98.39,373,4,2,1,372,289,660,0,654
ASV31,I.C2,98.39,373,4,2,1,372,243,614,0,654
ASV31,I.B1,98.39,373,4,2,1,372,75,446,0,654
ASV31,7,98.39,373,4,2,1,372,295,666,0,654
ASV31,5,98.39,373,4,2,1,372,45,416,0,654
ASV31,3,98.39,373,4,2,1,372,243,614,0,654
ASV31,2,98.39,373,4,2,1,372,61,432,0,654
ASV31,11,98.39,373,4,2,1,372,190,561,0,654
ASV31,1,98.39,373,4,2,1,372,62,433,0,654
ASV31,II.E11,98.12,372,7,0,1,372,481,852,0,649
ASV31,I.H2,98.12,373,5,2,1,372,245,616,0,649
ASV31,I.G5,98.12,373,5,2,1,372,60,431,0,649
ASV31,F16_20C_r3,98.12,373,4,3,1,372,499,869,0,647
ASV31,15,97.87,375,4,4,1,372,497,870,0,645
ASV31,II.D10,97.86,373,6,2,1,372,492,863,0,643
ASV31,37,97.86,373,6,2,1,372,502,873,0,643
ASV31,34,97.86,373,6,2,1,372,487,858,0,643
ASV31,II.B10,97.86,373,6,2,1,372,355,726,0,643
ASV31,II.A10,97.86,373,6,2,1,372,436,807,0,643
ASV31,I.C11,97.86,373,6,2,1,372,60,431,0,643
ASV31,I.B12,97.86,373,6,2,1,372,212,583,0,643
ASV31,8,97.86,373,6,2,1,372,308,679,0,643
ASV31,41,97.86,373,6,2,1,372,346,717,0,643
ASV31,II.A11,97.59,373,7,2,1,372,60,431,0,638
ASV31,32,97.35,377,4,6,1,372,488,863,0,636
ASV32,isolate_59,97.85,372,8,0,1,372,442,813,0,643
ASV32,26,97.86,374,4,4,1,372,351,722,0,643
ASV32,B3R09,97.31,372,10,0,1,372,448,819,0,632
ASV33,N16_20C_D3_1,100,370,0,0,4,373,504,873,0,684
ASV33,18c,100,370,0,0,4,373,457,826,0,684
ASV33,12,100,370,0,0,4,373,512,881,0,684
ASV33,II.E10,100,370,0,0,4,373,247,616,0,684
ASV33,17,100,370,0,0,4,373,64,433,0,684
ASV33,I.F2,100,370,0,0,4,373,192,561,0,684
ASV33,I.E11,100,370,0,0,4,373,59,428,0,684
ASV33,13,100,370,0,0,4,373,291,660,0,684
ASV33,I.C2,100,370,0,0,4,373,245,614,0,684
ASV33,I.B1,100,370,0,0,4,373,77,446,0,684
ASV33,7,100,370,0,0,4,373,297,666,0,684
ASV33,5,100,370,0,0,4,373,47,416,0,684
ASV33,3,100,370,0,0,4,373,245,614,0,684
ASV33,2,100,370,0,0,4,373,63,432,0,684
ASV33,11,100,370,0,0,4,373,192,561,0,684
ASV33,1,100,370,0,0,4,373,64,433,0,684
ASV33,II.E11,99.73,370,1,0,4,373,483,852,0,678
ASV33,I.H2,99.73,370,1,0,4,373,247,616,0,678
ASV33,I.G5,99.73,370,1,0,4,373,62,431,0,678
ASV33,F16_20C_r3,99.73,370,0,1,4,373,501,869,0,676
ASV33,15,99.46,372,0,2,4,373,499,870,0,675
ASV33,II.D10,99.46,370,2,0,4,373,494,863,0,673
ASV33,37,99.46,370,2,0,4,373,504,873,0,673
ASV33,34,99.46,370,2,0,4,373,489,858,0,673
ASV33,II.B10,99.46,370,2,0,4,373,357,726,0,673
ASV33,II.A10,99.46,370,2,0,4,373,438,807,0,673
ASV33,I.C11,99.46,370,2,0,4,373,62,431,0,673
ASV33,I.B12,99.46,370,2,0,4,373,214,583,0,673
ASV33,8,99.46,370,2,0,4,373,310,679,0,673
ASV33,41,99.46,370,2,0,4,373,348,717,0,673
ASV33,II.A11,99.19,370,3,0,4,373,62,431,0,667
ASV33,32,98.93,374,0,4,4,373,490,863,0,665
ASV33,II.H10,98.38,370,6,0,4,373,479,848,0,651
ASV33,F46_15C_r1,98.38,370,6,0,4,373,500,869,0,651
ASV33,44c,98.38,370,6,0,4,373,358,727,0,651
ASV33,II.G11,98.38,370,6,0,4,373,291,660,0,651
ASV33,27,98.38,370,6,0,4,373,289,658,0,651
ASV33,9,98.38,370,6,0,4,373,213,582,0,651
ASV33,43,98.38,370,6,0,4,373,344,713,0,651
ASV33,I.G1,98.11,370,7,0,4,373,214,583,0,645
ASV33,29,98.11,370,7,0,4,373,327,696,0,645
ASV33,II.C10,97.84,370,8,0,4,373,192,561,0,640
ASV34,F16_20C_D3_2,100,372,0,0,1,372,452,823,0,688
ASV34,14,100,372,0,0,1,372,355,726,0,688
ASV34,B2R09,98.39,372,6,0,1,372,437,808,0,665
ASV34,C3M10,97.58,372,9,0,1,372,446,817,0,638
ASV34,isolate_59,97.04,372,11,0,1,372,442,813,0,627
ASV35,II.A4,99.2,373,3,0,1,373,498,870,0,673
ASV36,II.H10,99.73,372,1,0,1,372,477,848,0,682
ASV36,F46_15C_r1,99.73,372,1,0,1,372,498,869,0,682
ASV36,44c,99.73,372,1,0,1,372,356,727,0,682
ASV36,II.G11,99.73,372,1,0,1,372,289,660,0,682
ASV36,27,99.73,372,1,0,1,372,287,658,0,682
ASV36,9,99.73,372,1,0,1,372,211,582,0,682
ASV36,43,99.73,372,1,0,1,372,342,713,0,682
ASV36,I.G1,99.46,372,2,0,1,372,212,583,0,676
ASV36,II.C10,99.19,372,3,0,1,372,190,561,0,671
ASV36,29,98.92,372,4,0,1,372,325,696,0,665
ASV36,N16_20C_D3_1,98.12,372,7,0,1,372,502,873,0,649
ASV36,18c,98.12,372,7,0,1,372,455,826,0,649
ASV36,II.E11,98.12,372,7,0,1,372,481,852,0,649
